LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,DataOwner,DataManager,SiteLink,SpeciesCode,SpeciesDescription,DateMeasurementStarted,DateMeasurementFinished
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013/1/23 0:00,51.4931557,-0.101527038,6709004.434,-11305.38485,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK6,PM25,PM2.5 Particulate,2020/9/15 0:00,
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013/1/23 0:00,51.4931557,-0.101527038,6709004.434,-11305.38485,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK6,NO2,Nitrogen Dioxide,2002/2/24 9:30,
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013/1/23 0:00,51.4931557,-0.101527038,6709004.434,-11305.38485,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK6,O3,Ozone,2002/2/24 9:30,
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013/1/23 0:00,51.4931557,-0.101527038,6709004.434,-11305.38485,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK6,PM10,PM10 Particulate,2020/9/15 0:00,
28,Southwark,SKA,Southwark - Lower Road,Roadside,,2020/11/24 0:00,51.49656042,-0.053050447,6709604.032,-5905.548775,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKA,PM25,PM2.5 Particulate,2020/11/24 0:00,
28,Southwark,SK7,Southwark - Heygate,Urban Background,2015/11/11 0:00,2014/8/26 0:00,51.49298138,-0.098537891,6708964.094,-10969.18786,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK7,NO2,Nitrogen Dioxide,2014/8/26 0:00,2015/11/11 0:00
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009/6/17 12:00,1993/3/1 0:00,51.490548,-0.09661,6708529.03,-10754.57601,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK1,CO,Carbon Monoxide,1996/1/1 0:00,2009/6/17 12:00
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009/6/17 12:00,1993/3/1 0:00,51.490548,-0.09661,6708529.03,-10754.57601,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK1,NO2,Nitrogen Dioxide,2002/1/8 14:00,2009/6/17 12:00
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009/6/17 12:00,1993/3/1 0:00,51.490548,-0.09661,6708529.03,-10754.57601,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK1,O3,Ozone,1996/1/1 0:00,2009/6/17 12:00
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009/6/17 12:00,1993/3/1 0:00,51.490548,-0.09661,6708529.03,-10754.57601,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK1,PM10,PM10 Particulate,1993/3/1 0:00,2009/6/17 12:00
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009/6/17 12:00,1993/3/1 0:00,51.490548,-0.09661,6708529.03,-10754.57601,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK1,SO2,Sulphur Dioxide,1996/1/1 0:00,2009/6/17 12:00
28,Southwark,SKA,Southwark - Lower Road,Roadside,,2020/11/24 0:00,51.49656042,-0.053050447,6709604.032,-5905.548775,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKA,NO2,Nitrogen Dioxide,2020/11/24 0:00,
28,Southwark,SKA,Southwark - Lower Road,Roadside,,2020/11/24 0:00,51.49656042,-0.053050447,6709604.032,-5905.548775,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKA,PM10,PM10 Particulate,2020/11/24 0:00,
28,Southwark,SKC,Southwark - South Circular Road,Roadside,,2021/7/22 0:00,51.442633,-0.077653974,6699967.034,-8644.400844,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKC,PM25,PM2.5 Particulate,2021/7/22 16:00,
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006/4/21 0:00,1994/5/3 0:00,51.48194568,-0.062717624,6706991.208,-6981.693914,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK2,CO,Carbon Monoxide,1996/1/1 0:00,2006/4/21 0:00
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006/4/21 0:00,1994/5/3 0:00,51.48194568,-0.062717624,6706991.208,-6981.693914,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK2,NO2,Nitrogen Dioxide,2002/2/5 13:00,2006/4/21 0:00
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006/4/21 0:00,1994/5/3 0:00,51.48194568,-0.062717624,6706991.208,-6981.693914,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK2,PM10,PM10 Particulate,1994/5/3 0:00,2006/4/21 0:00
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006/4/21 0:00,1994/5/3 0:00,51.48194568,-0.062717624,6706991.208,-6981.693914,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK2,SO2,Sulphur Dioxide,1996/1/1 0:00,2006/4/21 0:00
28,Southwark,SKC,Southwark - South Circular Road,Roadside,,2021/7/22 0:00,51.442633,-0.077653974,6699967.034,-8644.400844,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKC,NO2,Nitrogen Dioxide,2021/7/22 16:00,
28,Southwark,SKC,Southwark - South Circular Road,Roadside,,2021/7/22 0:00,51.442633,-0.077653974,6699967.034,-8644.400844,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKC,PM10,PM10 Particulate,2021/7/22 16:00,
28,Southwark,SK8,Southwark - Tower Bridge Road,Roadside,,2019/6/1 0:00,51.50139067,-0.078203437,6710467.77,-8705.566825,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK8,PM25,PM2.5 Particulate,2020/5/13 0:00,
28,Southwark,SK8,Southwark - Tower Bridge Road,Roadside,,2019/6/1 0:00,51.50139067,-0.078203437,6710467.77,-8705.566825,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK8,NO2,Nitrogen Dioxide,2019/7/25 13:20,
28,Southwark,SK8,Southwark - Tower Bridge Road,Roadside,,2019/6/1 0:00,51.50139067,-0.078203437,6710467.77,-8705.566825,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SK8,PM10,PM10 Particulate,2020/5/13 0:00,
28,Southwark,SKB,Southwark - Vicarage Grove,Roadside,,2021/1/26 0:00,51.47358035,-0.087781854,6705496.029,-9771.831252,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKB,PM25,PM2.5 Particulate,2021/1/26 12:00,
28,Southwark,SKB,Southwark - Vicarage Grove,Roadside,,2021/1/26 0:00,51.47358035,-0.087781854,6705496.029,-9771.831252,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKB,NO2,Nitrogen Dioxide,2021/1/26 12:00,
28,Southwark,SKB,Southwark - Vicarage Grove,Roadside,,2021/1/26 0:00,51.47358035,-0.087781854,6705496.029,-9771.831252,Southwark,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=SKB,PM10,PM10 Particulate,2021/1/26 12:00,
29,Sutton,ST5,Sutton - Beddington Lane north,Industrial,,2005/12/1 0:00,51.3892869,-0.141661525,6690449.765,-15766.2908,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST5,PM25,PM2.5 Particulate,2014/7/23 0:00,
29,Sutton,ST8,Sutton - Beddington Lane ,Industrial,2020/10/16 0:00,2012/4/4 0:00,51.38356523,-0.136417861,6689424.488,-15185.96687,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST8,NO2,Nitrogen Dioxide,2001/10/8 9:00,2020/7/30 0:00
29,Sutton,ST8,Sutton - Beddington Lane ,Industrial,2020/10/16 0:00,2012/4/4 0:00,51.38356523,-0.136417861,6689424.488,-15185.96687,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST8,PM10,PM10 Particulate,2015/6/30 6:00,2020/10/16 0:00
29,Sutton,ST8,Sutton - Beddington Lane ,Industrial,2020/10/16 0:00,2012/4/4 0:00,51.38356523,-0.136417861,6689424.488,-15185.96687,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST8,PM10,PM10 Particulate,2015/6/30 6:00,2020/10/16 0:00
29,Sutton,ST5,Sutton - Beddington Lane north,Industrial,,2005/12/1 0:00,51.3892869,-0.141661525,6690449.765,-15766.2908,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST5,NO2,Nitrogen Dioxide,2008/1/1 0:00,
29,Sutton,ST5,Sutton - Beddington Lane north,Industrial,,2005/12/1 0:00,51.3892869,-0.141661525,6690449.765,-15766.2908,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST5,PM10,PM10 Particulate,2014/7/31 10:00,
33,Westminster,MR8,Marylebone Road - BAM,Kerbside,,2012/1/11 0:00,51.52250936,-0.154622155,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MR8,PM25,PM2.5 Particulate,2019/5/1 14:00,
29,Sutton,ST9,Sutton - Beddington Village,Roadside,,2020/10/16 0:00,51.37120108,-0.131948825,6687219.43,-14688.47601,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST9,NO2,Nitrogen Dioxide,2020/11/10 9:45,
29,Sutton,ST9,Sutton - Beddington Village,Roadside,,2020/10/16 0:00,51.37120108,-0.131948825,6687219.43,-14688.47601,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST9,PM10,PM10 Particulate,2020/10/16 14:00,
29,Sutton,ST3,Sutton - Carshalton,Suburban,2016/7/13 0:00,1995/5/5 7:00,51.365318,-0.165936,6686170.434,-18471.91102,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST3,NO2,Nitrogen Dioxide,2002/1/11 14:00,2016/7/13 0:00
29,Sutton,ST3,Sutton - Carshalton,Suburban,2016/7/13 0:00,1995/5/5 7:00,51.365318,-0.165936,6686170.434,-18471.91102,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST3,O3,Ozone,1995/10/3 12:00,2016/7/13 0:00
29,Sutton,ST2,Sutton - North Cheam,Urban Background,2002/5/3 0:00,1995/4/25 17:00,51.37718921,-0.222044077,6688287.297,-24717.83363,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST2,NO2,Nitrogen Dioxide,1995/4/25 17:00,2002/5/3 0:00
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002/4/26 0:00,1995/4/26 7:00,51.365744,-0.195563,6686246.389,-21769.97358,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST1,CO,Carbon Monoxide,1995/10/3 11:00,2002/4/26 0:00
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002/4/26 0:00,1995/4/26 7:00,51.365744,-0.195563,6686246.389,-21769.97358,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST1,NO2,Nitrogen Dioxide,2001/10/2 11:00,2002/4/26 0:00
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002/4/26 0:00,1995/4/26 7:00,51.365744,-0.195563,6686246.389,-21769.97358,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST1,PM10,PM10 Particulate,1995/4/26 7:00,2002/4/26 0:00
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002/4/26 0:00,1995/4/26 7:00,51.365744,-0.195563,6686246.389,-21769.97358,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST1,SO2,Sulphur Dioxide,1995/10/3 11:00,2002/4/26 0:00
29,Sutton,ST7,Sutton - Therapia Lane,Industrial,2012/2/10 0:00,2010/2/9 0:00,51.38583913,-0.136339857,6689830.087,-15177.28348,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST7,NO2,Nitrogen Dioxide,2010/2/10 11:15,2012/2/10 0:00
29,Sutton,ST7,Sutton - Therapia Lane,Industrial,2012/2/10 0:00,2010/2/9 0:00,51.38583913,-0.136339857,6689830.087,-15177.28348,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST7,PM10,PM10 Particulate,2010/2/9 0:00,2012/2/10 0:00
29,Sutton,ST4,Sutton - Wallington,Kerbside,,2002/7/17 0:00,51.35865961,-0.149723947,6684987.883,-16663.30326,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST4,NO2,Nitrogen Dioxide,2008/1/1 0:00,
29,Sutton,ST4,Sutton - Wallington,Kerbside,,2002/7/17 0:00,51.35865961,-0.149723947,6684987.883,-16663.30326,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST4,PM10,PM10 Particulate,2013/4/30 12:00,
29,Sutton,ST6,Sutton - Worcester Park,Kerbside,,2008/11/4 0:00,51.377923,-0.240414,6688418.163,-26762.76406,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST6,NO2,Nitrogen Dioxide,2008/11/5 13:15,
29,Sutton,ST6,Sutton - Worcester Park,Kerbside,,2008/11/4 0:00,51.377923,-0.240414,6688418.163,-26762.76406,Sutton,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=ST6,PM10,PM10 Particulate,2008/11/4 0:00,
30,Tower Hamlets,TH3,Tower Hamlets - Bethnal Green,Urban Background,2009/11/2 0:00,1999/10/24 12:00,51.526737,-0.053869,6715001.658,-5996.66965,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH3,NO2,Nitrogen Dioxide,1999/10/1 0:00,2009/11/2 0:00
30,Tower Hamlets,TH3,Tower Hamlets - Bethnal Green,Urban Background,2009/11/2 0:00,1999/10/24 12:00,51.526737,-0.053869,6715001.658,-5996.66965,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH3,PM10,PM10 Particulate,1999/10/24 12:00,2009/11/2 0:00
30,Tower Hamlets,TH3,Tower Hamlets - Bethnal Green,Urban Background,2009/11/2 0:00,1999/10/24 12:00,51.526737,-0.053869,6715001.658,-5996.66965,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH3,SO2,Sulphur Dioxide,1999/10/1 0:00,2009/11/2 0:00
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,2023/2/15 0:00,2006/9/8 0:00,51.51504617,-0.008418493,6712915.633,-933.6365693,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH4,NO2,Nitrogen Dioxide,2006/9/10 0:00,2023/2/15 0:00
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,2023/2/15 0:00,2006/9/8 0:00,51.51504617,-0.008418493,6712915.633,-933.6365693,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH4,O3,Ozone,2006/9/10 0:00,2023/2/15 0:00
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,2023/2/15 0:00,2006/9/8 0:00,51.51504617,-0.008418493,6712915.633,-933.6365693,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH4,PM10,PM10 Particulate,2006/9/10 0:00,2023/2/15 0:00
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,2023/2/15 0:00,2006/9/8 0:00,51.51504617,-0.008418493,6712915.633,-933.6365693,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH4,PM25,PM2.5 Particulate,2006/9/10 0:00,2023/2/15 0:00
12,Hackney,CW3,Tower Hamlets - Jubilee Park,Urban Background,,2022/1/17 0:00,51.50298787,-0.018021991,,,Hackney,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CW3,NO2,Nitrogen Dioxide,2022/1/1 10:00,
12,Hackney,CW3,Tower Hamlets - Jubilee Park,Urban Background,,2022/1/17 0:00,51.50298787,-0.018021991,,,Hackney,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CW3,PM10,PM10 Particulate,2022/1/1 10:00,
33,Westminster,CE3,Regent Street (The Crown Estate),Roadside,,2022/11/2 0:00,51.51137714,-0.139249368,,,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CE3,PM25,PM2.5 Particulate,2022/10/28 0:00,
30,Tower Hamlets,TH2,Tower Hamlets - Mile End Road,Roadside,,1994/3/10 0:00,51.52252949,-0.042155099,6714255.029,-4688.331674,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH2,CO,Carbon Monoxide,1995/10/10 14:00,2013/4/23 0:00
30,Tower Hamlets,TH2,Tower Hamlets - Mile End Road,Roadside,,1994/3/10 0:00,51.52252949,-0.042155099,6714255.029,-4688.331674,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH2,NO2,Nitrogen Dioxide,2001/11/8 14:00,
30,Tower Hamlets,TH6,Tower Hamlets - Millwall Park,Urban Background,2016/11/26 0:00,2015/7/6 0:00,51.48913426,-0.012976931,6708276.279,-1444.585345,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH6,NO2,Nitrogen Dioxide,2006/3/15 10:55,2016/11/26 0:00
30,Tower Hamlets,TH6,Tower Hamlets - Millwall Park,Urban Background,2016/11/26 0:00,2015/7/6 0:00,51.48913426,-0.012976931,6708276.279,-1444.585345,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH6,O3,Ozone,2006/3/15 10:55,2016/11/26 0:00
30,Tower Hamlets,TH6,Tower Hamlets - Millwall Park,Urban Background,2016/11/26 0:00,2015/7/6 0:00,51.48913426,-0.012976931,6708276.279,-1444.585345,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH6,PM10,PM10 Particulate,2016/7/7 6:00,2016/11/26 0:00
30,Tower Hamlets,TH1,Tower Hamlets - Poplar,Urban Background,2013/7/2 0:00,1994/1/4 17:00,51.510012,-0.019866,6712009.649,-2211.473004,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH1,NO2,Nitrogen Dioxide,2008/1/1 0:00,2013/7/2 0:00
30,Tower Hamlets,TH1,Tower Hamlets - Poplar,Urban Background,2013/7/2 0:00,1994/1/4 17:00,51.510012,-0.019866,6712009.649,-2211.473004,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH1,O3,Ozone,1995/10/1 0:00,2013/7/2 0:00
30,Tower Hamlets,TH1,Tower Hamlets - Poplar,Urban Background,2013/7/2 0:00,1994/1/4 17:00,51.510012,-0.019866,6712009.649,-2211.473004,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH1,PM10,PM10 Particulate,1994/1/4 17:00,2013/7/2 0:00
30,Tower Hamlets,TH1,Tower Hamlets - Poplar,Urban Background,2013/7/2 0:00,1994/1/4 17:00,51.510012,-0.019866,6712009.649,-2211.473004,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH1,SO2,Sulphur Dioxide,1995/10/2 12:00,2013/7/2 0:00
30,Tower Hamlets,TH5,Tower Hamlets - Victoria Park,Urban Background,2016/11/26 0:00,2012/7/25 0:00,51.54051949,-0.033307389,6717468.095,-3707.76157,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH5,NO2,Nitrogen Dioxide,2012/7/25 14:00,2016/11/26 0:00
30,Tower Hamlets,TH5,Tower Hamlets - Victoria Park,Urban Background,2016/11/26 0:00,2012/7/25 0:00,51.54051949,-0.033307389,6717468.095,-3707.76157,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH5,O3,Ozone,2012/7/25 14:00,2012/9/24 0:00
30,Tower Hamlets,TH5,Tower Hamlets - Victoria Park,Urban Background,2016/11/26 0:00,2012/7/25 0:00,51.54051949,-0.033307389,6717468.095,-3707.76157,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH5,PM10,PM10 Particulate,2012/10/22 11:00,2016/11/26 0:00
30,Tower Hamlets,TH5,Tower Hamlets - Victoria Park,Urban Background,2016/11/26 0:00,2012/7/25 0:00,51.54051949,-0.033307389,6717468.095,-3707.76157,Tower Hamlets,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=TH5,SO2,Sulphur Dioxide,2012/7/25 14:00,2016/11/26 0:00
31,Waltham Forest,WL3,Waltham Forest - Chingford,Roadside,2007/4/18 0:00,2003/7/14 12:00,51.62519286,-0.022597325,6732637.179,-2515.522724,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL3,NO2,Nitrogen Dioxide,2003/7/14 12:00,2007/4/18 0:00
31,Waltham Forest,WL3,Waltham Forest - Chingford,Roadside,2007/4/18 0:00,2003/7/14 12:00,51.62519286,-0.022597325,6732637.179,-2515.522724,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL3,PM10,PM10 Particulate,2003/7/14 12:00,2007/4/18 0:00
31,Waltham Forest,WL3,Waltham Forest - Chingford,Roadside,2007/4/18 0:00,2003/7/14 12:00,51.62519286,-0.022597325,6732637.179,-2515.522724,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL3,SO2,Sulphur Dioxide,2003/7/9 14:00,2007/4/18 0:00
31,Waltham Forest,WL4,Waltham Forest - Crooked Billet,Kerbside,2011/4/1 0:00,2007/11/1 0:00,51.6017185,-0.016498263,6728428.956,-1836.578251,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL4,NO2,Nitrogen Dioxide,2007/11/1 0:00,2011/4/1 0:00
31,Waltham Forest,WL4,Waltham Forest - Crooked Billet,Kerbside,2011/4/1 0:00,2007/11/1 0:00,51.6017185,-0.016498263,6728428.956,-1836.578251,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL4,PM10,PM10 Particulate,2007/11/1 0:00,2011/4/1 0:00
31,Waltham Forest,WL1,Waltham Forest - Dawlish Road,Urban Background,2011/4/1 0:00,1998/7/5 8:00,51.562422,-0.004891,6721389.182,-544.4636295,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL1,NO2,Nitrogen Dioxide,2008/1/1 0:00,2011/4/1 0:00
31,Waltham Forest,WL1,Waltham Forest - Dawlish Road,Urban Background,2011/4/1 0:00,1998/7/5 8:00,51.562422,-0.004891,6721389.182,-544.4636295,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL1,PM10,PM10 Particulate,1998/7/5 8:00,2011/4/1 0:00
31,Waltham Forest,WL1,Waltham Forest - Dawlish Road,Urban Background,2011/4/1 0:00,1998/7/5 8:00,51.562422,-0.004891,6721389.182,-544.4636295,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL1,SO2,Sulphur Dioxide,1998/6/8 10:00,2009/6/8 0:00
31,Waltham Forest,WL5,Waltham Forest - Leyton,Roadside,2011/4/1 0:00,2007/9/20 0:00,51.55625768,-0.013629679,6720285.425,-1517.248933,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL5,NO2,Nitrogen Dioxide,2007/9/20 0:00,2011/4/1 0:00
31,Waltham Forest,WL5,Waltham Forest - Leyton,Roadside,2011/4/1 0:00,2007/9/20 0:00,51.55625768,-0.013629679,6720285.425,-1517.248933,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL5,PM10,PM10 Particulate,2007/9/20 0:00,2011/4/1 0:00
31,Waltham Forest,WL5,Waltham Forest - Leyton,Roadside,2011/4/1 0:00,2007/9/20 0:00,51.55625768,-0.013629679,6720285.425,-1517.248933,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL5,SO2,Sulphur Dioxide,2005/9/20 0:00,2009/6/10 0:00
31,Waltham Forest,WL2,Waltham Forest - Mobile,Roadside,2001/10/12 11:00,1998/7/9 12:15,51.5647257,0.003995953,6721801.711,444.8274924,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL2,NO2,Nitrogen Dioxide,1998/7/9 12:15,2001/10/12 11:00
31,Waltham Forest,WL2,Waltham Forest - Mobile,Roadside,2001/10/12 11:00,1998/7/9 12:15,51.5647257,0.003995953,6721801.711,444.8274924,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL2,PM10,PM10 Particulate,1998/7/9 12:15,2001/10/12 11:00
31,Waltham Forest,WL2,Waltham Forest - Mobile,Roadside,2001/10/12 11:00,1998/7/9 12:15,51.5647257,0.003995953,6721801.711,444.8274924,Waltham Forest,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WL2,SO2,Sulphur Dioxide,2001/7/6 12:00,2001/10/12 11:00
32,Wandsworth,WAA,Wandsworth - Battersea,Roadside,,2012/6/19 0:00,51.47943953,-0.141786954,6706543.242,-15783.65148,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAA,NO2,Nitrogen Dioxide,2012/6/19 0:00,
32,Wandsworth,WAA,Wandsworth - Battersea,Roadside,,2012/6/19 0:00,51.47943953,-0.141786954,6706543.242,-15783.65148,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAA,PM10,PM10 Particulate,2012/6/19 0:00,
32,Wandsworth,WA1,Wandsworth - Garratt Lane,Roadside,1996/2/26 0:00,1995/4/1 0:00,51.45487221,-0.193004,6702153.22,-21485.10699,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA1,CO,Carbon Monoxide,1995/10/4 12:00,1996/2/26 0:00
32,Wandsworth,WA1,Wandsworth - Garratt Lane,Roadside,1996/2/26 0:00,1995/4/1 0:00,51.45487221,-0.193004,6702153.22,-21485.10699,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA1,NO2,Nitrogen Dioxide,1995/4/1 0:00,1996/2/26 0:00
32,Wandsworth,WA4,Wandsworth - High Street,Roadside,2007/8/30 8:45,1998/1/31 23:00,51.4564354,-0.191157408,6702432.483,-21279.54536,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA4,CO,Carbon Monoxide,1998/2/9 12:00,2007/8/30 8:45
32,Wandsworth,WA4,Wandsworth - High Street,Roadside,2007/8/30 8:45,1998/1/31 23:00,51.4564354,-0.191157408,6702432.483,-21279.54536,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA4,NO2,Nitrogen Dioxide,1998/1/31 23:00,2007/8/30 8:45
