LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,DataOwner,DataManager,SiteLink,SpeciesCode,SpeciesDescription,DateMeasurementStarted,DateMeasurementFinished
32,Wandsworth,WA4,Wandsworth - High Street,Roadside,2007/8/30 8:45,1998/1/31 23:00,51.4564354,-0.191157408,6702432.483,-21279.54536,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA4,PM10,PM10 Particulate,1998/1/31 23:00,2007/8/30 8:45
32,Wandsworth,WAC,Wandsworth - Lavender Hill (Clapham Jct),Roadside,,2016/4/14 0:00,51.46369036,-0.166713486,6703728.694,-18558.46037,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAC,NO2,Nitrogen Dioxide,2016/4/12 0:00,
32,Wandsworth,WAC,Wandsworth - Lavender Hill (Clapham Jct),Roadside,,2016/4/14 0:00,51.46369036,-0.166713486,6703728.694,-18558.46037,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAC,PM10,PM10 Particulate,2016/4/14 0:00,
32,Wandsworth,WA9,Wandsworth - Putney,Urban Background,,2011/1/4 0:00,51.46503251,-0.215824581,6703968.513,-24025.48245,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA9,CO,Carbon Monoxide,2011/1/4 0:00,2012/9/13 0:00
32,Wandsworth,WA9,Wandsworth - Putney,Urban Background,,2011/1/4 0:00,51.46503251,-0.215824581,6703968.513,-24025.48245,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA9,NO2,Nitrogen Dioxide,2011/1/4 0:00,
32,Wandsworth,WA9,Wandsworth - Putney,Urban Background,,2011/1/4 0:00,51.46503251,-0.215824581,6703968.513,-24025.48245,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA9,PM10,PM10 Particulate,2011/1/4 0:00,
32,Wandsworth,WA7,Wandsworth - Putney High Street,Kerbside,,2009/7/9 0:00,51.463429,-0.215871,6703681.995,-24030.6498,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA7,NO2,Nitrogen Dioxide,2009/7/9 0:00,
32,Wandsworth,WA7,Wandsworth - Putney High Street,Kerbside,,2009/7/9 0:00,51.463429,-0.215871,6703681.995,-24030.6498,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA7,PM10,PM10 Particulate,2009/7/9 0:00,
32,Wandsworth,WA8,Wandsworth - Putney High Street Facade,Roadside,2024/1/25 0:00,2010/4/23 0:00,51.4637206,-0.215890144,6703734.099,-24032.78091,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA8,NO2,Nitrogen Dioxide,2010/4/23 9:00,2024/1/25 0:00
32,Wandsworth,WA3,Wandsworth - Roehampton,Rural,2000/11/24 13:45,1994/10/31 0:00,51.45692047,-0.24556249,6702519.141,-27335.8914,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA3,O3,Ozone,1995/10/4 11:00,2000/11/24 13:45
32,Wandsworth,WA3,Wandsworth - Roehampton,Rural,2000/11/24 13:45,1994/10/31 0:00,51.45692047,-0.24556249,6702519.141,-27335.8914,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA3,SO2,Sulphur Dioxide,1995/10/4 11:00,2000/11/24 13:45
32,Wandsworth,WA6,Wandsworth - Tooting,Roadside,2009/8/28 13:30,2008/7/1 0:00,51.425284,-0.164452,6696869.133,-18306.7129,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA6,NO2,Nitrogen Dioxide,2008/4/2 13:15,2009/7/28 13:30
32,Wandsworth,WA6,Wandsworth - Tooting,Roadside,2009/8/28 13:30,2008/7/1 0:00,51.425284,-0.164452,6696869.133,-18306.7129,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA6,PM10,PM10 Particulate,2008/7/1 0:00,2009/8/28 13:30
32,Wandsworth,WAB,Wandsworth - Tooting High Street,Roadside,,2015/6/11 0:00,51.429331,-0.166524,6697591.675,-18537.36688,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAB,NO2,Nitrogen Dioxide,2002/6/10 11:50,
32,Wandsworth,WAB,Wandsworth - Tooting High Street,Roadside,,2015/6/11 0:00,51.429331,-0.166524,6697591.675,-18537.36688,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WAB,PM10,PM10 Particulate,2015/6/11 0:00,
32,Wandsworth,WA2,Wandsworth - Wandsworth Town Hall,Urban Background,2024/1/25 0:00,1994/10/11 14:00,51.456962,-0.191074,6702526.561,-21270.26038,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA2,CO,Carbon Monoxide,1995/9/19 11:00,2016/8/1 0:00
32,Wandsworth,WA2,Wandsworth - Wandsworth Town Hall,Urban Background,2024/1/25 0:00,1994/10/11 14:00,51.456962,-0.191074,6702526.561,-21270.26038,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA2,NO2,Nitrogen Dioxide,2001/12/20 13:00,2024/1/25 0:00
32,Wandsworth,WA2,Wandsworth - Wandsworth Town Hall,Urban Background,2024/1/25 0:00,1994/10/11 14:00,51.456962,-0.191074,6702526.561,-21270.26038,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA2,O3,Ozone,1995/10/4 11:00,2024/1/25 0:00
32,Wandsworth,WA2,Wandsworth - Wandsworth Town Hall,Urban Background,2024/1/25 0:00,1994/10/11 14:00,51.456962,-0.191074,6702526.561,-21270.26038,Wandsworth,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WA2,SO2,Sulphur Dioxide,1995/10/4 11:00,2016/8/1 0:00
33,Westminster,CE2,Waterloo Place (The Crown Estate),Roadside,,2020/12/21 0:00,51.50758191,-0.133068373,6711575.011,-14813.10349,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CE2,NO2,Nitrogen Dioxide,2021/9/24 9:40,
33,Westminster,CE2,Waterloo Place (The Crown Estate),Roadside,,2020/12/21 0:00,51.50758191,-0.133068373,6711575.011,-14813.10349,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CE2,O3,Ozone,2020/12/21 12:00,
33,Westminster,CE2,Waterloo Place (The Crown Estate),Roadside,,2020/12/21 0:00,51.50758191,-0.133068373,6711575.011,-14813.10349,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CE2,PM10,PM10 Particulate,2020/12/21 0:00,
33,Westminster,CE2,Waterloo Place (The Crown Estate),Roadside,,2020/12/21 0:00,51.50758191,-0.133068373,6711575.011,-14813.10349,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=CE2,PM25,PM2.5 Particulate,2020/12/21 0:00,
33,Westminster,BP0,Westminster - Bridge Place,Urban Background,1999/11/21 13:45,1990/7/3 0:00,51.49385057,-0.143808451,6709119.502,-16008.68354,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BP0,CO,Carbon Monoxide,1990/7/3 0:00,1999/11/21 13:45
33,Westminster,BP0,Westminster - Bridge Place,Urban Background,1999/11/21 13:45,1990/7/3 0:00,51.49385057,-0.143808451,6709119.502,-16008.68354,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BP0,NO2,Nitrogen Dioxide,1990/7/3 0:00,1999/11/21 13:45
33,Westminster,BP0,Westminster - Bridge Place,Urban Background,1999/11/21 13:45,1990/7/3 0:00,51.49385057,-0.143808451,6709119.502,-16008.68354,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BP0,O3,Ozone,1990/7/3 0:00,1999/11/21 13:45
33,Westminster,BP0,Westminster - Bridge Place,Urban Background,1999/11/21 13:45,1990/7/3 0:00,51.49385057,-0.143808451,6709119.502,-16008.68354,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=BP0,SO2,Sulphur Dioxide,1990/7/3 0:00,1999/11/21 13:45
33,Westminster,WMA,Westminster - Buckingham Palace Road,Roadside,2020/4/27 10:00,2018/2/18 0:00,51.49323279,-0.147391757,,,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMA,NO2,Nitrogen Dioxide,2018/2/18 8:00,2020/4/27 10:00
33,Westminster,WMC,Westminster - Cavendish Square,Roadside,2023/6/8 0:00,2018/5/31 12:00,51.51680165,-0.145657269,6713226.177,-16227.82141,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMC,NO2,Nitrogen Dioxide,2018/5/31 9:00,2023/6/8 0:00
33,Westminster,WMC,Westminster - Cavendish Square,Roadside,2023/6/8 0:00,2018/5/31 12:00,51.51680165,-0.145657269,6713226.177,-16227.82141,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMC,PM10,PM10 Particulate,2018/5/31 9:00,2023/6/8 0:00
33,Westminster,WM4,Westminster - Charing Cross Library,Roadside,2011/1/11 0:00,2007/2/1 0:00,51.510205,-0.128177,6712044.169,-14268.59837,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM4,NO2,Nitrogen Dioxide,2007/2/1 0:00,2011/1/11 0:00
33,Westminster,WM5,Westminster - Covent Garden,Urban Background,,2009/7/10 0:00,51.51197698,-0.121627203,6712361.116,-13539.47834,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM5,NO2,Nitrogen Dioxide,2009/6/20 0:00,
33,Westminster,WM5,Westminster - Covent Garden,Urban Background,,2009/7/10 0:00,51.51197698,-0.121627203,6712361.116,-13539.47834,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM5,PM25,PM2.5 Particulate,2023/11/15 0:00,
33,Westminster,GV2,Westminster - Duke Street (Grosvenor),Roadside,2024/1/8 0:00,2019/8/22 16:00,51.51299988,-0.150913488,6712548.934,-16799.89227,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=GV2,NO2,Nitrogen Dioxide,2019/8/22 16:00,2024/1/8 0:00
33,Westminster,GV1,Westminster - Ebury Street (Grosvenor),Roadside,2023/11/15 0:00,2018/12/11 9:00,51.493492,-0.149906,6709055.391,-16687.45959,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=GV1,NO2,Nitrogen Dioxide,2019/3/1 10:45,2023/11/15 0:00
33,Westminster,WMD,Westminster - Elizabeth Bridge,Roadside,,2020/4/27 0:00,51.49224823,-0.147114753,6708833.012,-16376.73938,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMD,NO2,Nitrogen Dioxide,2020/4/28 10:00,
33,Westminster,WMD,Westminster - Elizabeth Bridge,Roadside,,2020/4/27 0:00,51.49224823,-0.147114753,6708833.012,-16376.73938,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMD,PM25,PM2.5 Particulate,2020/4/27 0:00,
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,CO,Carbon Monoxide,2001/7/17 0:00,2012/7/3 0:00
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,NO2,Nitrogen Dioxide,2001/7/17 0:00,
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,O3,Ozone,2001/7/17 0:00,2013/12/31 0:00
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,PM10,PM10 Particulate,2009/12/23 0:00,2021/1/13 0:00
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,PM25,PM2.5 Particulate,2001/7/17 0:00,
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001/7/17 0:00,51.494681,-0.131938,6709267.983,-14687.27098,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM0,SO2,Sulphur Dioxide,2001/7/17 0:00,2012/7/3 0:00
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997/5/26 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY1,CO,Carbon Monoxide,1997/5/25 0:00,
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997/5/26 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY1,NO2,Nitrogen Dioxide,1997/5/1 0:00,
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997/5/26 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY1,O3,Ozone,1997/5/25 0:00,
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997/5/26 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY1,PM10,PM10 Particulate,1997/5/26 12:00,2019/2/15 0:00
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997/5/26 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY1,SO2,Sulphur Dioxide,1997/5/25 0:00,
33,Westminster,MY7,Westminster - Marylebone Road FDMS,Kerbside,2021/12/21 8:00,2004/1/22 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY7,PM10,PM10 Particulate,2004/1/1 0:00,2021/12/21 8:00
33,Westminster,MY7,Westminster - Marylebone Road FDMS,Kerbside,2021/12/21 8:00,2004/1/22 12:00,51.52254,-0.15459,6714250.735,-17208.88008,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=MY7,PM25,PM2.5 Particulate,2009/3/19 9:00,2021/12/21 8:00
33,Westminster,WM6,Westminster - Oxford Street,Kerbside,,2011/1/1 0:00,51.51392874,-0.152792702,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM6,NO2,Nitrogen Dioxide,2016/1/12 13:00,
33,Westminster,WM6,Westminster - Oxford Street,Kerbside,,2011/1/1 0:00,51.51392874,-0.152792702,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM6,PM10,PM10 Particulate,2011/1/1 0:00,2024/2/2 0:00
33,Westminster,WM6,Westminster - Oxford Street,Kerbside,,2011/1/1 0:00,51.51392874,-0.152792702,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM6,PM25,PM2.5 Particulate,2024/2/2 13:00,
33,Westminster,WMZ,Westminster - Oxford Street 2,Kerbside,2016/9/8 0:00,2016/5/13 0:00,51.51392874,-0.152792702,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMZ,NO2,Nitrogen Dioxide,2016/5/13 0:00,2016/9/8 0:00
33,Westminster,WMB,Westminster - Oxford Street East,Roadside,2023/6/8 0:00,2018/6/5 0:00,51.516066,-0.13516388,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMB,NO2,Nitrogen Dioxide,2018/6/5 12:00,2023/6/8 0:00
33,Westminster,WMB,Westminster - Oxford Street East,Roadside,2023/6/8 0:00,2018/6/5 0:00,51.516066,-0.13516388,6712710.233,-17008.80577,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WMB,PM10,PM10 Particulate,2018/6/5 12:00,2023/6/8 0:00
33,Westminster,NB1,Westminster - Strand (Northbank BID),Roadside,2023/8/12 0:00,2015/4/28 0:00,51.51197012,-0.116713104,6712364.875,-12992.65437,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=NB1,NO2,Nitrogen Dioxide,2015/10/13 12:45,2023/8/12 0:00
33,Westminster,WM8,Westminster - Victoria,Urban Background,2016/4/4 0:00,2014/1/6 0:00,51.49706618,-0.142438821,6709694.467,-15856.21699,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM8,NO2,Nitrogen Dioxide,2013/11/22 0:00,2016/4/4 0:00
33,Westminster,WM9,Westminster - Victoria (Victoria BID),Roadside,2017/9/20 0:00,2016/8/8 0:00,51.49773318,-0.144241409,6709818.71,-16057.05731,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=WM9,NO2,Nitrogen Dioxide,2016/8/8 14:00,2017/9/20 0:00
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008/4/1 0:00,2003/5/2 15:00,51.49924501,-0.131285174,6710084.076,-14614.59872,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=VS1,CO,Carbon Monoxide,2003/5/2 15:00,2008/4/1 0:00
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008/4/1 0:00,2003/5/2 15:00,51.49924501,-0.131285174,6710084.076,-14614.59872,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=VS1,NO2,Nitrogen Dioxide,2003/5/2 15:00,2008/4/1 0:00
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008/4/1 0:00,2003/5/2 15:00,51.49924501,-0.131285174,6710084.076,-14614.59872,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=VS1,O3,Ozone,2003/5/2 15:00,2008/4/1 0:00
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008/4/1 0:00,2003/5/2 15:00,51.49924501,-0.131285174,6710084.076,-14614.59872,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=VS1,PM10,PM10 Particulate,2003/5/2 15:00,2008/4/1 0:00
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008/4/1 0:00,2003/5/2 15:00,51.49924501,-0.131285174,6710084.076,-14614.59872,Westminster,King's College London,http://www.londonair.org.uk/london/asp/publicdetails.asp?site=VS1,PM25,PM2.5 Particulate,2003/5/2 15:00,2008/4/1 0:00
